date,ibved,cpi,oil_price,rate,exchange_rate,m2,us_cpi,PMI,unemployment,gdp
2007-10-01,1.45150497784522,1.46289787259509,82.3526488621482,10,24.8175639454684,11528.7942240631,1.12,NA,5.77045980011157,NA
2007-11-01,1.46396774721655,1.48133020381403,93.7534576349728,10,24.4842395341089,11689.4614647671,1.13,NA,5.74572122311033,NA
2007-12-01,1.47661057460126,1.49774789756991,95.6699450521631,10,24.4716973194223,12038.6982035059,1.13,NA,5.9451273165385,9898.81682462661
2008-01-01,1.51273418186772,1.51491841541587,94.7894402765335,10,24.2961645184917,12206.6452066605,1.14,NA,5.98502969183345,NA
2008-02-01,1.48730061109344,1.5280188112619,96.4819464256467,10.15114382,24.3633554143359,12526.5192209444,1.14,NA,6.2246262302614,NA
2008-03-01,1.50774058784163,1.54493289915636,103.043187647722,8.25,24.1121797812928,12772.4271194677,1.14,NA,5.97573621931419,10124.8207924178
2008-04-01,1.5274005882816999,1.56790685121624,109.712725954894,8.321369734,24.1537863830241,13025.8600635921,1.15,NA,5.67580282785182,NA
2008-05-01,1.53974687514397,1.59045549447689,122.752905528045,8.5,24.317595738968,12993.1327552193,1.15,NA,5.5199994728389,NA
2008-06-01,1.52630625877814,1.60818318941528,132.318077902547,8.75,24.4522437761452,13278.4508892802,1.15,NA,5.79867003357513,10268.4867155381
2008-07-01,1.51494426601194,1.61928307451227,132.778764749016,8.946380235,24.4336787412859,13603.8061520056,1.17,NA,5.92235888444325,NA
2008-08-01,1.52237046116953,1.635162453802,113.36676599445,9,24.8667526284737,13851.1467738353,1.18,NA,6.21664847172938,NA
2008-09-01,1.50683592829454,1.65407192108078,101.507873044812,8.525166808,25.4122833878339,14240.1501424588,1.18,NA,6.49036989625364,10481.9461701972
2008-10-01,1.46480137111332,1.67067828352473,70.8148152882235,8,26.0113339164571,14165.438473478,1.18,NA,6.71984734300426,NA
2008-11-01,1.36590630573196,1.68492802313242,56.4779740586511,8.735466167,26.4936751288734,13525.0814860063,1.16,NA,6.87669242845624,NA
2008-12-01,1.34655563785234,1.69638017078857,47.6950400487224,10,26.7665601811196,13133.111660187,1.14,NA,7.43710946238157,10552.5873417129
2009-01-01,1.32571199616468,1.71768492456471,49.5140027163808,10,30.8154972871231,12293.9418790745,1.14,NA,7.70651949852599,NA
2009-02-01,1.34063319826688,1.74048389050353,46.8603326315867,11.73597195,34.1783480562061,11409.5785972447,1.14,NA,8.30865183102514,NA
2009-03-01,1.33914354810216,1.76134425883138,47.2277418276755,12,33.7730995430545,11522.6730786312,1.14,NA,8.3715723633016,9947.23654290293
2009-04-01,1.3307340074839,1.77489928927734,50.3055635002031,11.88616711,33.3517571026382,11622.2736278794,1.14,NA,8.44950076655465,NA
2009-05-01,1.3259655950043,1.78627838992514,56.3438405162677,11.19417746,32.5083329548206,11879.3167308976,1.14,NA,8.70519714897482,NA
2009-06-01,1.33582188001386,1.79954217187007,66.619740824353,10.59981949,31.9305060251046,12303.8180075915,1.14,NA,8.6305579706549,9395.63622701297
2009-07-01,1.37200379542725,1.81367918606847,63.239096181654,10.14262583,31.8932122718683,12476.615177427,1.15,NA,8.41955205298245,NA
2009-08-01,1.3713113440497,1.82425475582127,71.7386451280921,9.809472225,31.6517621734613,12656.8454900546,1.15,NA,8.34106293226439,NA
2009-09-01,1.38696981013578,1.82957245268474,67.8852731108239,9.59508914,31.0289442815179,12873.8320426717,1.16,NA,8.00189031904886,9411.72304003279
2009-10-01,1.388491979272,1.83164256399015,74.4943663419621,9,30.3883042792499,13248.7962784004,1.16,NA,7.85786122343262,NA
2009-11-01,1.38082065710079,1.83741535277811,79.4291510658335,8.411596806,29.8343036620621,13729.996681875,1.16,NA,8.20014921112466,NA
2009-12-01,1.38577291640871,1.84434687355081,78.6337049072205,7.983315302,30.1088892847007,14016.8516709544,1.17,NA,7.86946053471195,9586.56614665763
2010-01-01,1.40455059421977,1.85570662018408,80.3573745421479,7.75,29.8892708515803,14455.6411358862,1.17,NA,8.25930254856558,NA
2010-02-01,1.41362796952851,1.86628747122379,76.4023935875637,7.699953532,30.0627633371577,14841.3055488698,1.17,NA,7.73943176201736,NA
2010-03-01,1.42196084388583,1.87612805109126,80.1461739434858,7.479144428,29.9086347107775,15253.4921769137,1.17,NA,7.92676076239287,9630.15439517852
2010-04-01,1.42699230868872,1.88342583211433,84.3851614818468,7.25,29.8263793707238,15661.5837414448,1.17,NA,7.84478834659072,NA
2010-05-01,1.4382881590049,1.89403759250287,75.414558358665,7,30.3404142283093,16120.4317014285,1.17,NA,7.45815916200992,NA
2010-06-01,1.43366118335308,1.903924790656,73.1819311503667,6.75,30.5722892084032,16452.629968406,1.17,NA,7.05995834768494,9774.36155819772
2010-07-01,1.44452155716149,1.91339457462609,72.749799478423,6.75,30.4164654963227,16723.947662687,1.17,NA,7.12428634594098,NA
2010-08-01,1.43197671835646,1.93434693694769,75.1310667329115,6.75,30.1553591593219,17134.95661133,1.17,NA,7.14488447899836,NA
2010-09-01,1.43766404249939,1.9561437027504,77.8128364224956,6.75,30.3041134300931,17569.8505133163,1.17,NA,6.92454982673005,9896.15505758297
